,id,year_of_birth,height,weight,running_years,time_1km_id,time_5km_id,time_10km_id,time_21km_id,time_42km_id,training_amount,km_amount,speed_training_amount,minute_per_km_speed_training_id,threshold_training_amount,minute_per_km_threshold_training_id,interval_training_amount,minute_per_km_interval_training_id,run_up_training_amount,minute_per_km_run_up_training_id,runway_amount,km_per_runway,minute_per_km_runway_id,other_trainings,other_trainings_amount,other_trainings_time,wellness,wellness_amount,detraining_amount,detraining_days,warmup_id,warmup_time
1301,1302,1979,177,73,8,1,3,3,4,3,3,42,6,2,8,3,11,2,6,3,4,26,6,1,2,45,0,0,4,7,1,20
1302,1303,2001,146,67,16,1,14,3,4,4,6,46,7,3,6,3,8,3,9,3,5,23,5,0,0,0,1,6,2,7,2,5
1303,1304,1984,168,61,20,11,8,7,8,7,2,55,7,7,5,7,9,7,4,6,2,23,7,1,9,30,1,6,4,14,1,5
1304,1305,1983,147,64,5,11,12,10,12,11,1,46,3,11,4,8,5,8,5,11,2,15,12,1,2,45,0,0,2,13,2,10
1305,1306,1980,175,50,12,4,6,12,12,8,5,64,7,5,8,6,7,5,3,5,2,28,7,0,0,0,0,0,5,11,1,5
1306,1307,1977,172,87,13,11,8,7,7,9,4,31,4,6,6,6,8,6,3,7,5,20,8,1,1,90,1,6,5,7,2,20
1307,1308,1991,170,63,17,4,14,6,6,6,2,70,6,7,8,5,6,7,3,7,5,16,7,0,0,0,0,0,3,13,1,10
1308,1309,1996,156,50,18,3,4,3,12,3,3,92,7,3,12,1,8,1,8,3,7,25,5,1,5,75,1,5,5,15,1,5
1309,1310,1985,141,61,3,2,14,12,3,3,4,97,6,2,10,3,7,3,10,1,7,40,5,0,0,0,0,0,3,10,2,5
1310,1311,1981,183,100,19,5,14,7,8,9,2,61,5,7,8,5,10,5,7,5,4,18,9,1,9,45,1,12,5,5,1,10
1311,1312,1987,193,60,13,2,1,12,4,5,4,94,9,3,7,3,6,3,5,2,5,35,4,0,0,0,1,12,3,5,2,5
1312,1313,1970,147,73,6,9,11,10,12,13,3,29,4,11,4,11,2,11,1,8,4,15,10,0,0,0,0,0,2,15,3,5
1313,1314,1979,166,97,18,6,7,7,7,8,2,45,5,7,4,5,6,6,5,6,3,28,8,1,7,45,1,10,2,7,3,5
1314,1315,1972,141,68,1,7,11,8,10,11,2,47,1,8,5,8,4,8,2,8,0,10,10,0,0,0,1,11,5,15,4,20
1315,1316,1989,190,75,15,11,4,4,1,4,7,89,8,3,5,2,9,3,10,1,6,21,6,0,0,0,0,0,4,6,1,20
1316,1317,1999,197,70,0,11,10,8,10,10,1,27,1,11,7,11,4,8,2,8,1,19,12,0,0,0,0,0,3,14,4,15
1317,1318,1983,157,91,4,5,7,12,12,9,2,34,6,6,4,5,8,6,4,7,3,30,9,1,9,60,1,4,1,15,3,15
1318,1319,1976,154,71,19,1,14,1,3,1,5,40,10,2,10,2,6,3,7,3,5,29,5,0,0,0,0,0,1,6,2,15
1319,1320,1998,199,64,10,1,4,2,2,3,3,63,10,3,5,3,12,3,5,3,7,21,4,0,0,0,1,3,5,13,1,10
1320,1321,1968,146,54,9,1,3,1,12,2,7,66,6,2,8,3,10,3,6,1,5,37,4,0,0,0,0,0,2,9,2,5
1321,1322,1989,187,90,8,7,13,12,12,11,1,50,3,8,4,8,6,11,4,8,2,22,12,1,5,75,1,5,2,10,2,10
1322,1323,1978,151,61,9,11,13,11,10,11,4,30,4,11,1,11,2,8,2,11,4,16,12,0,0,0,1,14,3,6,2,20
1323,1324,1983,145,78,3,7,12,9,11,13,4,36,2,8,0,13,4,8,5,11,1,18,12,1,4,60,1,3,4,10,3,15
1324,1325,1975,160,63,10,11,1,2,2,1,3,87,7,1,9,2,7,3,8,1,7,29,6,0,0,0,1,13,3,8,2,10
1325,1326,1983,195,99,9,11,14,12,11,12,1,17,1,11,4,8,7,8,3,8,3,11,12,0,0,0,0,0,5,14,3,5
1326,1327,1983,160,80,19,4,14,7,12,9,4,35,3,7,4,5,5,7,7,6,4,16,7,0,0,0,0,0,5,6,2,5
1327,1328,1991,174,88,3,11,14,6,12,9,4,40,6,5,8,6,5,7,5,6,2,23,9,1,7,75,0,0,3,12,1,20
1328,1329,1994,153,56,14,6,9,7,7,14,2,44,5,5,9,7,8,5,3,7,2,16,9,0,0,0,0,0,1,10,3,20
1329,1330,1988,172,51,0,11,14,7,12,8,3,55,3,6,4,7,8,5,4,7,3,24,7,0,0,0,0,0,5,15,3,10
1330,1331,1970,188,106,9,11,10,10,12,14,1,16,1,8,5,8,3,11,1,8,2,18,12,0,0,0,1,3,4,7,2,20
1331,1332,1979,170,80,20,2,4,4,12,2,5,57,10,3,6,3,7,1,5,2,6,26,5,1,8,60,1,15,3,9,1,5
1332,1333,1999,188,86,15,11,7,6,5,8,2,66,6,6,9,5,10,6,4,7,5,22,7,0,0,0,1,11,5,11,3,10
1333,1334,1977,164,80,0,6,9,5,6,8,2,50,7,7,5,5,4,7,6,5,3,22,9,0,0,0,1,2,2,14,3,10
1334,1335,1996,177,98,1,11,7,5,12,9,4,36,3,7,5,6,5,7,7,7,2,25,7,0,0,0,0,0,5,11,3,5
1335,1336,1995,187,60,12,1,4,3,4,4,3,85,7,3,11,2,11,1,7,2,7,33,4,0,0,0,1,7,4,12,1,5
1336,1337,1971,166,80,0,10,14,11,9,12,4,18,5,8,3,11,6,11,1,11,0,10,10,1,7,45,0,0,1,12,3,15
1337,1338,1978,182,83,12,4,8,12,7,9,4,67,4,7,9,6,10,5,4,7,2,18,7,1,6,30,1,12,4,5,3,5
1338,1339,1972,183,77,8,3,2,3,4,3,3,76,10,2,6,3,6,1,7,1,7,39,6,0,0,0,1,6,5,7,2,10
1339,1340,1981,146,101,8,9,12,12,10,10,1,32,1,11,3,8,4,11,1,11,1,20,12,0,0,0,1,10,2,7,3,15
1340,1341,1968,169,59,10,3,4,2,12,4,3,43,8,2,12,1,10,3,6,3,4,31,5,1,8,90,1,3,1,8,1,20
1341,1342,1981,181,69,8,3,2,1,1,1,5,43,7,2,10,2,10,3,5,3,7,32,4,1,8,90,0,0,1,8,1,20
1342,1343,2001,195,52,11,6,9,12,12,14,4,40,7,6,4,7,10,7,6,7,4,24,8,1,9,45,0,0,1,14,1,5
1343,1344,1982,194,75,12,6,6,6,5,14,4,58,4,5,10,6,6,6,3,6,2,27,7,0,0,0,1,7,4,6,2,5
1344,1345,1987,153,71,1,6,9,12,12,7,5,47,7,7,10,5,4,5,3,5,4,16,7,1,8,30,0,0,2,7,3,15
1345,1346,1982,150,68,17,11,6,12,7,8,4,55,3,7,5,6,4,5,7,6,5,23,7,0,0,0,1,12,4,11,2,5
1346,1347,1984,153,68,9,11,4,3,4,5,6,52,9,2,12,1,12,3,6,2,4,32,6,0,0,0,1,15,3,7,2,15
1347,1348,1979,155,96,15,6,7,5,6,7,4,51,6,6,8,6,9,6,7,7,3,19,9,0,0,0,0,0,3,6,3,20
1348,1349,1976,148,84,8,7,14,10,12,13,3,42,2,8,1,11,2,8,3,8,1,25,12,1,3,30,1,4,3,11,2,15
1349,1350,1968,180,74,11,3,3,2,4,1,3,58,10,1,8,1,7,3,8,2,6,36,6,1,4,30,1,5,4,15,1,20
1350,1351,2001,165,52,7,4,9,12,6,9,2,60,4,6,10,6,6,7,4,6,5,17,7,0,0,0,1,12,1,5,3,20
1351,1352,1969,182,77,2,8,11,10,11,10,1,33,0,13,3,11,6,11,2,8,4,19,12,0,0,0,1,4,3,12,3,20
1352,1353,1996,147,82,1,6,14,12,5,6,4,39,5,6,5,6,10,7,3,7,5,25,8,0,0,0,0,0,4,6,2,15
1353,1354,1979,176,63,2,11,11,8,11,14,1,45,5,11,3,11,4,8,5,11,4,17,10,1,7,30,1,4,2,10,4,15
1354,1355,1993,186,82,14,5,7,7,7,9,5,64,3,5,6,6,10,7,5,7,5,25,8,1,6,60,1,10,2,13,3,20
1355,1356,1990,142,65,17,11,14,7,12,7,2,65,7,5,6,6,8,5,5,6,5,21,8,0,0,0,0,0,3,7,3,10
1356,1357,1993,155,75,2,5,8,6,5,14,5,37,6,6,10,5,8,6,4,5,2,26,8,1,2,45,1,10,5,6,1,10
1357,1358,1969,154,82,0,8,14,8,10,11,3,43,0,13,6,8,3,8,4,8,2,10,12,1,4,30,0,0,2,6,4,20
1358,1359,1980,189,104,9,8,11,9,11,12,2,48,3,8,7,8,2,11,2,8,1,23,10,1,7,45,0,0,5,7,3,15
1359,1360,1969,192,50,8,1,4,12,12,14,3,43,7,1,11,1,8,3,10,3,4,30,5,1,2,30,0,0,4,6,1,15
1360,1361,1994,195,56,15,3,1,3,1,3,3,72,5,1,9,3,10,3,9,1,7,20,5,1,7,45,1,15,1,7,1,20
1361,1362,1975,199,58,20,2,4,3,12,4,7,53,6,1,8,2,6,3,9,2,6,21,5,1,8,90,0,0,3,13,2,20
1362,1363,1994,198,104,2,7,14,8,9,12,1,38,5,11,5,11,4,8,5,11,1,13,10,0,0,0,0,0,2,7,2,20
1363,1364,2002,174,76,9,1,1,1,1,1,7,100,10,3,8,3,8,2,5,1,5,27,4,1,5,90,1,3,3,14,2,5
1364,1365,1981,195,97,7,11,10,12,12,13,1,41,5,8,2,8,2,11,2,8,1,13,12,0,0,0,1,12,5,13,3,15
1365,1366,1985,151,82,5,9,13,11,9,11,2,40,0,13,3,11,2,11,4,8,1,12,10,0,0,0,1,4,4,9,3,10
1366,1367,1996,193,50,4,1,3,3,1,2,5,63,10,2,9,2,6,3,6,2,5,35,6,0,0,0,0,0,2,7,1,15
1367,1368,1985,159,107,1,9,11,12,9,10,4,12,2,11,1,8,3,11,1,8,2,22,12,1,6,30,1,14,4,7,2,5
1368,1369,1994,173,58,18,1,2,1,12,14,5,60,5,2,6,1,6,2,10,2,7,28,6,1,10,45,1,14,1,7,2,20
1369,1370,1980,144,100,14,5,6,12,5,9,2,65,7,7,5,6,10,6,5,5,5,26,9,1,10,90,1,1,3,7,3,20
1370,1371,1977,190,78,8,10,14,10,12,14,2,21,5,11,5,8,7,8,0,13,4,10,10,0,0,0,1,15,1,13,3,15
1371,1372,1982,198,59,20,6,8,5,12,9,5,36,7,5,6,6,10,6,3,5,5,22,7,1,1,75,1,12,5,13,3,5
1372,1373,2000,169,75,12,3,14,12,2,2,7,88,5,1,10,1,10,3,9,2,7,29,5,1,8,60,0,0,4,5,1,20
1373,1374,1991,142,73,19,6,7,12,7,14,4,49,3,6,6,5,5,5,7,5,3,17,9,0,0,0,0,0,1,6,1,5
1374,1375,1999,195,94,3,5,8,12,6,6,2,56,7,7,7,5,6,6,5,5,4,19,8,1,8,75,1,5,1,14,1,10
1375,1376,1980,142,88,10,4,14,12,5,14,5,41,7,5,10,6,6,5,3,5,4,20,7,0,0,0,1,7,4,8,2,5
1376,1377,1980,185,58,16,1,14,1,2,2,5,86,8,1,11,1,10,2,6,3,7,39,5,1,9,30,1,13,5,6,2,20
1377,1378,1977,170,57,9,11,3,1,3,14,7,40,9,2,11,3,7,2,9,3,4,24,4,0,0,0,0,0,4,15,2,5
1378,1379,1972,177,60,5,6,8,7,8,9,3,37,3,6,4,5,9,6,3,6,3,27,7,0,0,0,0,0,5,9,1,20
1379,1380,2001,148,74,18,2,4,3,3,1,4,97,6,2,9,1,11,1,9,1,6,34,5,1,3,45,1,14,3,8,1,15
1380,1381,1979,151,80,3,6,6,12,12,8,4,48,5,5,8,7,10,6,5,6,5,30,9,0,0,0,1,9,5,12,2,10
1381,1382,1984,193,69,12,3,3,1,2,14,7,70,10,1,8,1,9,2,5,2,7,30,4,0,0,0,0,0,1,8,1,10
1382,1383,1983,156,71,0,5,8,7,7,14,5,52,4,6,3,6,5,5,4,6,2,21,9,1,7,75,1,11,1,11,3,20
1383,1384,1972,149,67,6,9,10,9,12,11,3,11,0,13,0,13,7,8,2,8,0,14,12,0,0,0,0,0,4,11,4,20
1384,1385,1995,195,81,3,7,12,8,11,10,3,10,0,13,7,11,2,8,1,11,0,21,10,0,0,0,1,13,5,8,2,20
1385,1386,1988,194,100,18,11,9,7,6,6,2,60,6,6,9,5,4,6,3,7,5,22,8,0,0,0,0,0,3,11,2,20
1386,1387,1975,171,58,10,3,2,2,12,5,7,50,6,2,9,1,9,1,5,1,4,29,6,0,0,0,1,15,3,6,2,15
1387,1388,1981,157,92,1,10,10,12,10,11,3,25,3,8,2,11,4,8,1,11,3,14,10,0,0,0,1,3,3,6,3,5
1388,1389,2000,199,63,9,3,1,2,3,14,6,90,6,1,6,3,6,3,10,1,7,35,5,1,4,45,0,0,3,10,1,5
1389,1390,1999,153,67,4,5,8,6,5,9,2,33,7,7,9,5,9,5,4,7,2,16,8,0,0,0,1,15,3,6,1,10
1390,1391,1981,188,71,0,6,7,12,8,7,5,40,7,6,8,7,8,7,7,6,2,22,8,0,0,0,1,7,4,11,2,5
1391,1392,1989,162,71,12,11,1,1,4,1,7,78,7,2,10,1,12,1,6,1,4,28,6,1,8,45,0,0,5,14,1,15
1392,1393,2000,162,50,2,5,9,7,6,8,2,34,3,6,7,6,6,6,5,7,4,23,7,1,9,90,1,14,5,8,2,5
1393,1394,1989,183,57,8,3,2,3,1,1,7,99,8,3,5,1,8,3,6,3,6,23,6,0,0,0,1,11,2,14,2,15
1394,1395,1972,180,96,3,9,10,11,9,11,1,46,2,11,0,13,2,8,4,8,0,18,12,1,2,60,0,0,5,7,4,20
1395,1396,1988,173,77,5,11,10,11,11,11,1,36,5,8,3,8,2,8,2,11,0,23,10,1,1,75,0,0,4,7,4,10
1396,1397,1990,198,74,3,1,14,2,2,14,7,64,10,1,8,2,7,3,9,2,5,32,5,1,9,60,1,3,4,8,1,20
1397,1398,1980,185,85,6,5,7,7,12,6,4,48,7,6,6,5,10,5,7,6,3,24,9,1,4,90,0,0,2,8,3,20
1398,1399,1997,189,76,4,11,14,8,12,14,3,49,5,8,0,13,7,8,5,11,2,20,12,0,0,0,0,0,1,10,4,15
1399,1400,1978,162,87,10,4,9,6,12,6,3,55,5,6,4,5,9,5,6,5,4,29,7,0,0,0,0,0,1,9,2,10
1400,1401,1996,176,72,18,6,14,5,5,14,3,55,4,7,9,7,10,5,5,7,5,16,9,1,9,45,1,13,5,10,1,20
1401,1402,1969,185,60,19,2,2,3,2,1,5,58,5,3,9,3,9,3,6,2,7,35,6,0,0,0,1,12,2,9,1,20
1402,1403,1978,177,78,18,6,6,12,12,9,2,70,6,5,4,5,10,6,7,5,3,25,7,1,7,60,1,6,5,11,1,10
1403,1404,1991,196,79,4,4,9,12,8,9,4,43,5,5,10,7,5,5,6,5,3,25,9,0,0,0,0,0,4,8,1,5
1404,1405,1985,152,64,10,3,4,3,4,2,4,50,6,3,12,3,9,1,10,3,5,25,5,0,0,0,0,0,4,8,2,10
1405,1406,1974,200,82,5,8,13,8,11,12,4,17,2,11,2,11,4,11,2,8,3,14,10,0,0,0,0,0,3,6,2,15
1406,1407,2002,199,94,9,5,9,12,12,8,3,55,5,7,4,5,4,5,4,5,3,24,8,0,0,0,1,11,1,7,3,10
1407,1408,1981,156,62,18,6,9,12,8,6,4,37,3,5,3,6,7,7,7,7,4,23,8,0,0,0,1,8,3,15,2,15
1408,1409,1983,152,99,3,6,9,5,7,14,2,47,3,7,10,5,5,5,5,7,3,23,9,0,0,0,0,0,3,5,3,20
1409,1410,1989,150,101,7,10,11,10,9,12,4,31,3,11,4,11,7,8,2,11,0,15,10,1,6,75,0,0,4,5,2,5
1410,1411,1971,166,74,6,11,3,12,12,2,5,44,8,3,11,2,6,3,9,1,5,26,6,0,0,0,0,0,3,13,1,5
1411,1412,1976,198,82,7,11,9,6,6,14,4,62,3,5,3,7,7,7,3,5,2,22,9,1,5,30,0,0,3,7,3,20
1412,1413,1969,200,68,7,4,14,7,5,8,5,62,4,5,5,6,8,5,6,7,5,21,8,1,4,90,1,1,5,11,3,10
1413,1414,1987,166,62,12,11,14,1,2,3,7,49,8,1,7,3,8,3,8,3,5,31,5,0,0,0,0,0,5,5,2,15
1414,1415,1984,184,100,1,11,12,11,10,13,2,36,3,11,4,8,2,8,1,8,3,10,10,1,3,30,1,2,5,6,4,10
1415,1416,1998,197,108,10,8,14,9,12,11,3,23,2,11,6,8,5,11,5,11,1,23,10,0,0,0,0,0,5,5,4,5
1416,1417,1979,195,64,3,11,1,3,3,2,3,93,7,2,10,3,7,1,10,2,5,40,4,1,3,90,0,0,4,10,1,10
1417,1418,1987,146,94,9,7,11,10,9,14,3,41,4,8,3,8,6,11,4,8,2,13,10,1,7,60,1,12,2,12,4,15
1418,1419,1998,156,64,1,10,11,11,10,14,2,17,0,13,6,8,3,8,5,11,2,11,10,0,0,0,0,0,1,11,3,5
1419,1420,1998,159,96,5,10,11,8,9,12,3,32,2,11,5,11,5,8,2,8,3,24,10,1,4,60,1,9,2,7,2,5
1420,1421,2001,177,57,11,11,14,2,12,3,4,89,6,3,12,2,6,2,10,3,5,37,6,1,1,30,0,0,5,12,1,20
1421,1422,1982,150,71,5,8,14,12,10,14,1,10,0,13,5,8,5,11,5,8,0,23,12,0,0,0,1,4,3,7,3,20
1422,1423,1975,181,96,9,4,9,7,7,9,2,69,3,7,5,5,4,6,3,7,4,22,7,0,0,0,0,0,4,5,3,15
1423,1424,1994,142,58,17,11,8,7,7,7,2,37,4,5,7,7,8,7,7,7,2,28,8,0,0,0,1,2,2,10,2,10
1424,1425,1973,152,94,8,7,12,8,10,13,1,30,1,11,0,13,6,11,3,11,4,15,12,0,0,0,1,14,5,10,3,10
1425,1426,1975,172,66,3,2,14,2,3,4,4,55,10,1,10,1,8,1,8,3,4,34,5,1,7,90,1,10,3,9,2,5
1426,1427,1995,185,105,6,8,10,11,10,10,1,44,2,11,2,8,2,8,0,13,2,10,12,0,0,0,1,3,2,12,4,15
1427,1428,1985,168,75,3,2,3,3,2,1,6,55,9,2,5,3,12,2,7,3,4,23,6,0,0,0,1,1,5,11,1,10
1428,1429,1985,141,50,10,11,9,6,12,6,5,67,3,6,7,6,7,5,3,5,4,20,9,0,0,0,1,8,2,12,3,20
1429,1430,1984,152,64,16,5,6,7,5,7,3,65,7,5,5,6,5,5,3,5,4,29,9,1,1,60,1,1,5,7,2,15
1430,1431,1997,162,54,7,3,3,2,4,2,7,47,9,2,7,2,9,2,6,1,7,26,6,1,4,30,1,14,5,6,2,10
1431,1432,1996,159,76,8,2,14,4,3,1,7,85,10,3,5,1,7,2,9,2,7,34,6,0,0,0,0,0,5,7,1,15
1432,1433,1999,198,70,9,8,13,9,11,14,3,18,2,11,3,11,6,11,1,8,1,18,12,0,0,0,1,4,2,15,2,5
1433,1434,1983,162,76,4,6,8,12,6,6,4,58,5,7,10,7,6,6,7,5,5,30,9,0,0,0,1,4,5,6,1,10
1434,1435,2000,186,70,14,2,14,2,2,1,4,73,10,3,9,3,11,2,10,2,6,33,5,1,6,45,1,14,2,6,2,15
1435,1436,1972,153,71,19,2,2,1,1,14,7,58,5,2,7,2,12,3,10,1,7,35,5,0,0,0,1,1,2,15,2,10
1436,1437,1973,172,70,14,11,9,12,12,14,4,46,4,6,10,7,9,5,7,6,2,17,7,0,0,0,1,10,4,12,2,10
1437,1438,1997,174,61,5,11,1,4,2,4,7,59,5,2,8,3,12,2,6,3,6,40,5,1,10,90,1,7,4,5,2,20
1438,1439,1999,159,83,1,10,11,12,10,13,3,46,3,11,6,8,4,8,4,8,2,14,10,0,0,0,1,12,5,5,2,15
1439,1440,1971,154,77,2,9,10,12,11,10,3,39,5,8,6,8,5,11,5,8,4,22,10,0,0,0,1,7,4,8,4,20
1440,1441,1972,167,77,0,11,6,5,5,6,4,30,5,7,4,5,8,7,7,5,2,22,7,0,0,0,1,3,4,8,1,15
1441,1442,1981,144,62,18,11,14,12,7,8,2,54,4,5,6,7,8,5,5,6,2,27,7,0,0,0,0,0,2,9,2,15
1442,1443,1981,168,103,0,10,11,11,11,13,4,15,3,11,3,11,7,11,2,11,2,16,10,1,8,60,0,0,4,7,4,15
1443,1444,1984,185,71,14,4,8,5,8,8,2,31,4,6,3,7,7,5,5,6,3,15,9,1,5,75,1,5,3,11,2,10
1444,1445,1992,189,97,4,11,14,7,6,14,3,34,6,6,3,5,4,5,7,5,4,25,7,1,5,75,1,11,5,6,2,5
1445,1446,2001,154,80,3,9,12,9,11,10,2,30,2,8,3,8,6,11,4,11,2,19,10,1,7,45,1,13,1,10,3,5
1446,1447,1986,167,62,10,6,9,12,7,14,2,68,5,5,3,5,9,6,4,7,3,29,7,0,0,0,1,6,3,5,3,10
1447,1448,1989,193,52,16,4,6,6,6,7,2,68,6,7,5,5,8,6,7,5,3,17,7,1,7,75,1,10,4,9,2,10
1448,1449,1983,177,96,5,7,12,8,9,14,2,44,4,11,1,8,2,11,2,8,3,23,12,1,5,75,1,9,1,11,2,5
1449,1450,1984,183,82,15,4,8,12,7,9,2,37,3,5,4,7,6,6,6,6,3,20,7,0,0,0,0,0,5,5,2,10
1450,1451,1970,193,80,14,11,4,12,1,14,4,58,6,1,5,1,9,3,8,3,5,29,4,0,0,0,0,0,2,12,1,20
1451,1452,1973,184,79,10,3,1,4,2,4,5,52,9,1,6,2,11,1,10,3,5,22,4,1,9,45,0,0,1,12,2,10
1452,1453,1979,200,96,0,8,12,9,12,12,3,45,3,11,0,13,3,11,5,11,2,25,12,0,0,0,0,0,4,14,2,10
1453,1454,1988,195,70,2,6,9,7,8,6,2,34,7,7,5,7,7,6,6,5,4,23,7,0,0,0,1,15,5,9,2,20
1454,1455,2001,199,59,4,3,4,2,2,4,4,49,9,2,11,2,7,2,8,2,4,29,6,0,0,0,1,1,1,10,2,15
1455,1456,1973,144,58,15,11,3,4,1,14,4,44,7,3,12,3,8,2,5,1,4,38,6,1,7,30,1,3,1,13,1,5
1456,1457,1982,191,71,10,7,14,8,10,12,2,20,0,13,5,8,5,11,2,8,2,12,12,1,9,30,0,0,4,6,3,10
1457,1458,1985,156,68,10,3,14,3,4,5,5,78,6,2,5,1,8,3,10,2,7,33,4,1,2,90,0,0,4,13,1,20
1458,1459,1997,151,71,16,1,4,4,3,1,7,99,10,1,8,3,6,3,5,3,4,26,4,0,0,0,0,0,1,13,2,20
1459,1460,1983,141,93,3,11,13,12,10,10,3,50,4,11,3,8,3,8,4,8,3,14,10,0,0,0,0,0,1,12,4,20
1460,1461,1980,151,71,20,5,8,7,5,6,3,70,4,5,4,7,7,5,4,5,3,22,9,0,0,0,1,5,3,5,2,20
1461,1462,2000,161,80,9,1,4,4,4,1,6,41,7,3,10,3,9,2,7,1,5,25,4,0,0,0,1,7,5,6,2,15
1462,1463,1989,199,84,2,10,14,9,10,12,4,20,4,8,3,8,4,11,5,11,0,10,12,0,0,0,0,0,4,8,3,20
1463,1464,1996,163,90,10,9,10,9,9,11,2,36,2,8,5,8,4,8,2,11,0,21,12,0,0,0,1,2,4,15,2,20
1464,1465,1985,158,73,1,8,14,11,12,13,2,45,2,11,7,8,3,8,0,13,4,20,12,1,9,30,0,0,3,14,4,20
1465,1466,1973,185,77,10,10,14,12,12,10,3,16,4,8,0,13,3,11,4,11,0,18,12,1,5,90,0,0,3,5,3,15
1466,1467,1991,152,67,15,4,8,12,5,6,5,54,6,6,4,5,4,6,6,6,2,27,8,0,0,0,1,9,2,7,2,5
1467,1468,1998,165,87,5,10,12,8,9,13,4,11,4,11,6,8,5,11,3,11,4,23,12,1,2,30,1,8,2,9,3,15
1468,1469,1971,140,87,4,10,12,9,12,12,2,37,1,11,5,11,5,8,3,8,2,17,12,0,0,0,0,0,3,8,2,5
1469,1470,1981,172,60,18,4,14,12,7,8,2,31,6,7,8,6,10,5,5,5,2,22,9,1,6,45,0,0,3,6,1,5
1470,1471,1994,158,82,16,6,7,7,8,9,4,35,3,6,9,5,7,6,7,6,2,30,7,1,4,60,1,5,4,14,2,5
1471,1472,1990,171,67,18,11,1,12,1,5,3,88,9,1,7,3,8,2,10,1,5,21,4,1,9,60,1,4,1,6,1,10
1472,1473,1978,156,96,10,9,14,11,12,12,2,33,1,8,7,11,4,11,0,13,4,10,10,1,8,75,0,0,4,5,3,15
1473,1474,1991,181,108,8,10,14,10,10,13,2,42,2,11,4,11,5,8,2,8,2,22,10,0,0,0,0,0,1,14,4,15
1474,1475,1983,153,79,12,4,7,12,12,8,4,40,6,6,10,6,10,7,3,7,3,15,9,0,0,0,1,12,4,15,1,15
1475,1476,1999,155,63,19,6,8,7,5,14,2,69,6,6,6,7,8,5,5,6,4,26,9,0,0,0,1,13,1,15,2,10
1476,1477,1985,157,53,4,2,4,3,3,1,3,70,5,2,9,2,11,2,7,3,5,32,6,1,8,60,0,0,5,8,1,5
1477,1478,1999,190,97,9,8,12,12,9,10,4,37,2,11,6,8,6,8,4,8,3,15,10,0,0,0,0,0,1,15,2,15
1478,1479,1983,183,79,10,11,14,8,10,12,2,29,5,8,3,11,2,8,0,13,4,22,12,0,0,0,1,2,1,9,3,15
1479,1480,1968,157,92,7,4,7,6,12,7,2,35,7,5,5,6,4,7,7,6,3,25,8,0,0,0,1,2,2,14,1,10
1480,1481,1978,146,60,9,11,14,4,3,1,6,60,7,3,5,1,12,3,6,3,7,34,5,0,0,0,1,2,5,8,1,15
1481,1482,1981,173,98,3,8,10,11,11,13,3,12,0,13,0,13,5,8,4,11,2,25,10,1,6,30,0,0,1,12,3,20
1482,1483,1983,184,89,10,6,9,7,8,14,3,52,4,7,3,5,10,6,7,6,2,28,9,1,9,75,1,14,2,12,3,20
1483,1484,1987,152,98,15,4,9,6,8,8,2,42,3,5,7,5,7,7,4,5,5,17,9,1,7,45,1,7,4,6,3,15
1484,1485,1984,186,52,6,11,3,12,2,5,7,99,6,2,10,1,7,1,5,1,4,34,6,1,4,60,0,0,1,9,2,20
1485,1486,2002,158,91,16,6,6,12,12,7,4,52,4,7,10,5,7,7,3,6,4,30,9,0,0,0,1,10,4,5,3,20
1486,1487,1979,196,69,9,2,14,2,4,5,6,90,6,3,9,3,8,1,9,2,4,23,6,0,0,0,1,11,2,15,1,15
1487,1488,1984,168,62,9,1,2,3,4,5,5,41,7,1,9,1,11,1,7,3,4,30,4,0,0,0,1,6,2,12,2,10
1488,1489,1980,179,74,4,7,11,10,10,11,2,11,0,13,6,11,2,8,5,8,1,25,10,1,6,45,1,5,1,9,2,15
1489,1490,1989,140,72,3,11,14,6,12,14,4,43,4,7,10,5,10,6,4,6,2,28,7,0,0,0,1,9,5,9,3,5
1490,1491,1995,155,78,1,7,12,9,12,14,4,35,4,11,4,8,6,11,0,13,2,21,12,0,0,0,0,0,3,11,2,10
1491,1492,1974,179,93,1,9,10,8,10,12,3,40,2,8,6,11,6,8,5,11,4,10,10,1,7,90,1,7,5,10,3,20
1492,1493,1973,156,52,12,11,1,1,4,14,4,45,8,2,9,2,8,1,8,1,6,40,5,0,0,0,0,0,5,9,2,20
1493,1494,1985,177,68,0,5,9,7,12,6,3,59,5,7,3,6,9,7,7,6,3,17,8,1,3,90,1,13,4,13,3,20
1494,1495,1997,188,80,0,7,12,8,12,14,2,46,4,8,7,8,6,8,0,13,2,25,10,0,0,0,0,0,1,8,4,15
1495,1496,1986,176,57,4,3,4,4,4,5,6,68,7,1,12,3,7,2,10,1,7,35,5,0,0,0,0,0,5,15,1,10
1496,1497,1994,161,110,0,8,14,9,11,13,3,14,4,11,0,13,3,8,1,8,0,15,10,1,3,30,0,0,5,11,4,10
1497,1498,1994,194,103,4,8,11,8,11,11,4,10,2,11,7,8,4,11,3,11,0,23,10,0,0,0,0,0,1,15,4,5
1498,1499,1974,149,107,3,9,10,10,12,12,4,47,1,11,4,11,7,8,1,11,0,14,12,1,4,75,1,15,3,14,2,15
1499,1500,1976,165,77,6,3,14,2,3,3,4,92,6,3,11,3,9,2,10,1,5,27,5,0,0,0,1,1,1,7,2,10
