"Sygnatura czasowa","Proszę podać rok urodzenia","Proszę podać swój wzrost (w centymetrach)","Proszę podać swoją wagę (w kilogramach)","Od ilu lat regularnie biegasz?","W jakim zakresie jest Twój najlepszy czas na 1km? (HH:MM:SS)","W jakim zakresie jest Twój najlepszy czas na 5km? (HH:MM:SS)","W jakim zakresie jest Twój najlepszy czas na 10km? (HH:MM:SS)","W jakim zakresie jest Twój najlepszy czas na 21,0975km - Półmaraton? (HH:MM:SS)","W jakim zakresie jest Twój najlepszy czas na 42,195km - Maraton? (HH:MM:SS)","Ile treningów biegowych wykonujesz średnio w ciągu tygodnia?","Ile kilometrów pokonujesz średnio podczas treningów biegowych w ciągu tygodnia?","Ile razy w ciągu miesiąca wykonujesz trening szybkości?","W jakim zakresie tempa wykonujesz trening szybkości? (w minutach na kilometr)","Ile razy w ciągu miesiąca wykonujesz trening progowy?","W jakim zakresie tempa wykonujesz trening progowy? (w minutach na kilometr)","Ile razy w ciągu miesiąca wykonujesz trening interwałowy?","W jakim zakresie tempa wykonujesz trening interwałowy? (w minutach na kilometr)","Ile razy w ciągu miesiąca wykonujesz podbiegi?","W jakim zakresie tempa wykonujesz podbiegi? (w minutach na kilometr)","Ile razy w ciągu miesiąca wykonujesz wybieganie?","Jaka jest średnia ilość kilometrów wykonywana podczas jednego wybiegania?","W jakim zakresie tempa wykonujesz wybieganie? (w minutach na kilometr)","Czy wykonujesz treningi inne niż biegowe?","Jakie typy treningów, poza biegowymi, wykonujesz?","Ile razy w ciągu miesiąca wykonujesz powyższe treningi? (sumarycznie)","Ile minut średnio trwa pojedynczy trening?","Czy wykonujesz aktywności związane z odnową biologiczną?","Jakie aktywności związane z odnową biologiczną wykonujesz?","Ile razy w ciągu miesiąca wykonujesz powyższe aktywności? (sumarycznie)","Ile razy w ciągu roku stosujesz roztrenowanie?","Jaki jest Twój średni czas trwania roztrenowania? (w dniach)","Czy stosujesz rozgrzewkę przed treningiem biegowym?","Jaki jest średni czas trwania rozgrzewki? (w minutach)"
"2022/01/23 3:01:13 PM CET","1977","172","87","13","Nigdy nie biegłam/nie biegłem takiego dystansu","od 00:27:01 do 00:29:00","od 01:00:01 do 01:05:00","od 02:00:01 do 02:10:00","od 04:10:01 do 04:25:00","4","31","4","od 00:04:31 do 00:05:00","6","od 00:04:31 do 00:05:00","8","od 00:04:31 do 00:05:00","3","od 00:05:01 do 00:05:30","5","20","od 00:05:31 do 00:06:00","Tak","Pływanie;Pilates","1","90","Tak","Rolowanie","6","5","7","Regularnie","20"
"2022/01/23 3:01:15 PM CET","1991","170","63","17","od 00:04:01 do 00:04:30","Nigdy nie biegłam/nie biegłem takiego dystansu","od 00:55:01 do 01:00:00","od 01:50:01 do 02:00:00","od 03:25:01 do 03:40:00","2","70","6","od 00:05:01 do 00:05:30","8","od 00:04:01 do 00:04:30","6","od 00:05:01 do 00:05:30","3","od 00:05:01 do 00:05:30","5","16","od 00:05:01 do 00:05:30","Nie","","","","Nie","","","3","13","Zawsze","10"
"2022/01/23 3:01:17 PM CET","1996","156","50","18","od 00:03:31 do 00:04:00","od 00:19:01 do 00:21:00","od 00:40:01 do 00:45:00","Nigdy nie biegłam/nie biegłem takiego dystansu","od 02:40:01 do 02:55:00","3","92","7","od 00:03:01 do 00:03:30","12","od 00:02:00 do 00:02:30","8","od 00:02:00 do 00:02:30","8","od 00:03:01 do 00:03:30","7","25","od 00:04:01 do 00:04:30","Tak","Rower;Taniec/Zumba/Pole Dance","5","75","Tak","Sauna;Rolowanie","5","5","15","Zawsze","5"
"2022/01/23 3:01:19 PM CET","1985","141","61","3","od 00:03:01 do 00:03:30","Nigdy nie biegłam/nie biegłem takiego dystansu","Nigdy nie biegłam/nie biegłem takiego dystansu","od 01:20:01 do 01:30:00","od 02:40:01 do 02:55:00","4","97","6","od 00:02:31 do 00:03:00","10","od 00:03:01 do 00:03:30","7","od 00:03:01 do 00:03:30","10","od 00:02:00 do 00:02:30","7","40","od 00:04:01 do 00:04:30","Nie","","","","Nie","","","3","10","Regularnie","5"
"2022/01/23 3:01:22 PM CET","1981","183","100","19","od 00:04:31 do 00:05:00","Nigdy nie biegłam/nie biegłem takiego dystansu","od 01:00:01 do 01:05:00","od 02:10:01 do 02:20:00","od 04:10:01 do 04:25:00","2","61","5","od 00:05:01 do 00:05:30","8","od 00:04:01 do 00:04:30","10","od 00:04:01 do 00:04:30","7","od 00:04:01 do 00:04:30","4","18","od 00:06:01 do 00:06:30","Tak","Pływanie;Crossfit/HIIT;Taniec/Zumba/Pole Dance","9","45","Tak","Rozciąganie/Joga;Sauna;Rolowanie","12","5","5","Zawsze","10"
"2022/01/23 3:01:24 PM CET","1987","193","60","13","od 00:03:01 do 00:03:30","od 00:13:00 do 00:15:00","Nigdy nie biegłam/nie biegłem takiego dystansu","od 01:30:01 do 01:40:00","od 03:10:01 do 03:25:00","4","94","9","od 00:03:01 do 00:03:30","7","od 00:03:01 do 00:03:30","6","od 00:03:01 do 00:03:30","5","od 00:02:31 do 00:03:00","5","35","od 00:03:31 do 00:04:00","Nie","","","","Tak","Sauna;Rolowanie;Masaż","12","3","5","Regularnie","5"
"2022/01/23 3:01:26 PM CET","1970","147","73","6","od 00:06:31 do 00:07:00","od 00:33:01 do 00:35:00","od 01:15:01 do 01:20:00","Nigdy nie biegłam/nie biegłem takiego dystansu","od 05:10:01 i powyżej","3","29","4","od 00:06:01 i powyżej","4","od 00:06:01 i powyżej","2","od 00:06:01 i powyżej","1","od 00:05:31 do 00:06:00","4","15","od 00:06:31 do 00:07:00","Nie","","","","Nie","","","2","15","Czasem","5"
"2022/01/23 3:01:29 PM CET","1979","166","97","18","od 00:05:01 do 00:05:30","od 00:25:01 do 00:27:00","od 01:00:01 do 01:05:00","od 02:00:01 do 02:10:00","od 03:55:01 do 04:10:00","2","45","5","od 00:05:01 do 00:05:30","4","od 00:04:01 do 00:04:30","6","od 00:04:31 do 00:05:00","5","od 00:04:31 do 00:05:00","3","28","od 00:05:31 do 00:06:00","Tak","Pływanie","7","45","Tak","Masaż;Sauna","10","2","7","Czasem","5"
"2022/01/23 3:01:31 PM CET","1972","141","68","1","od 00:05:31 do 00:06:00","od 00:33:01 do 00:35:00","od 01:05:01 do 01:10:00","od 02:30:01 do 02:40:00","od 04:40:01 do 04:55:00","2","47","1","od 00:05:31 do 00:06:00","5","od 00:05:31 do 00:06:00","4","od 00:05:31 do 00:06:00","2","od 00:05:31 do 00:06:00","0","10","od 00:06:31 do 00:07:00","Nie","","","","Tak","Rolowanie;Rozciąganie/Joga","11","5","15","Nigdy","20"
"2022/01/23 3:01:34 PM CET","1989","190","75","15","Nigdy nie biegłam/nie biegłem takiego dystansu","od 00:19:01 do 00:21:00","od 00:45:01 do 00:50:00","od 01:00:00 do 01:10:00","od 02:55:01 do 03:10:00","7","89","8","od 00:03:01 do 00:03:30","5","od 00:02:31 do 00:03:00","9","od 00:03:01 do 00:03:30","10","od 00:02:00 do 00:02:30","6","21","od 00:04:31 do 00:05:00","Nie","","","","Nie","","","4","6","Zawsze","20"
"2022/01/23 3:01:36 PM CET","1999","197","70","0","Nigdy nie biegłam/nie biegłem takiego dystansu","od 00:31:01 do 00:33:00","od 01:05:01 do 01:10:00","od 02:30:01 do 02:40:00","od 04:25:01 do 04:40:00","1","27","1","od 00:06:01 i powyżej","7","od 00:06:01 i powyżej","4","od 00:05:31 do 00:06:00","2","od 00:05:31 do 00:06:00","1","19","od 00:07:01 i powyżej","Nie","","","","Nie","","","3","14","Nigdy","15"
"2022/01/23 3:01:38 PM CET","1983","157","91","4","od 00:04:31 do 00:05:00","od 00:25:01 do 00:27:00","Nigdy nie biegłam/nie biegłem takiego dystansu","Nigdy nie biegłam/nie biegłem takiego dystansu","od 04:10:01 do 04:25:00","2","34","6","od 00:04:31 do 00:05:00","4","od 00:04:01 do 00:04:30","8","od 00:04:31 do 00:05:00","4","od 00:05:01 do 00:05:30","3","30","od 00:06:01 do 00:06:30","Tak","Rower","9","60","Tak","Rozciąganie/Joga","4","1","15","Czasem","15"
"2022/01/23 3:01:41 PM CET","1976","154","71","19","od 00:02:30 do 00:03:00","Nigdy nie biegłam/nie biegłem takiego dystansu","od 00:30:00 do 00:35:00","od 01:20:01 do 01:30:00","od 02:10:00 do 02:25:00","5","40","10","od 00:02:31 do 00:03:00","10","od 00:02:31 do 00:03:00","6","od 00:03:01 do 00:03:30","7","od 00:03:01 do 00:03:30","5","29","od 00:04:01 do 00:04:30","Nie","","","","Nie","","","1","6","Regularnie","15"
"2022/01/23 3:01:43 PM CET","1998","199","64","10","od 00:02:30 do 00:03:00","od 00:19:01 do 00:21:00","od 00:35:01 do 00:40:00","od 01:10:01 do 01:20:00","od 02:40:01 do 02:55:00","3","63","10","od 00:03:01 do 00:03:30","5","od 00:03:01 do 00:03:30","12","od 00:03:01 do 00:03:30","5","od 00:03:01 do 00:03:30","7","21","od 00:03:31 do 00:04:00","Nie","","","","Tak","Rozciąganie/Joga;Sauna","3","5","13","Zawsze","10"
"2022/01/23 3:01:45 PM CET","1968","146","54","9","od 00:02:30 do 00:03:00","od 00:17:01 do 00:19:00","od 00:30:00 do 00:35:00","Nigdy nie biegłam/nie biegłem takiego dystansu","od 02:25:01 do 02:40:00","7","66","6","od 00:02:31 do 00:03:00","8","od 00:03:01 do 00:03:30","10","od 00:03:01 do 00:03:30","6","od 00:02:00 do 00:02:30","5","37","od 00:03:31 do 00:04:00","Nie","","","","Nie","","","2","9","Regularnie","5"
"2022/01/23 3:01:48 PM CET","1989","187","90","8","od 00:05:31 do 00:06:00","od 00:37:01 i powyżej","Nigdy nie biegłam/nie biegłem takiego dystansu","Nigdy nie biegłam/nie biegłem takiego dystansu","od 04:40:01 do 04:55:00","1","50","3","od 00:05:31 do 00:06:00","4","od 00:05:31 do 00:06:00","6","od 00:06:01 i powyżej","4","od 00:05:31 do 00:06:00","2","22","od 00:07:01 i powyżej","Tak","Sztuki walki","5","75","Tak","Sauna","5","2","10","Regularnie","10"
"2022/01/23 3:01:50 PM CET","1978","151","61","9","Nigdy nie biegłam/nie biegłem takiego dystansu","od 00:37:01 i powyżej","od 01:20:01 i powyżej","od 02:30:01 do 02:40:00","od 04:40:01 do 04:55:00","4","30","4","od 00:06:01 i powyżej","1","od 00:06:01 i powyżej","2","od 00:05:31 do 00:06:00","2","od 00:06:01 i powyżej","4","16","od 00:07:01 i powyżej","Nie","","","","Tak","Rolowanie;Rozciąganie/Joga;Sauna","14","3","6","Regularnie","20"
"2022/01/23 3:01:52 PM CET","1983","145","78","3","od 00:05:31 do 00:06:00","od 00:35:01 do 00:37:00","od 01:10:01 do 01:15:00","od 02:40:01 i powyżej","od 05:10:01 i powyżej","4","36","2","od 00:05:31 do 00:06:00","0","Nie wykonuję takich treningów","4","od 00:05:31 do 00:06:00","5","od 00:06:01 i powyżej","1","18","od 00:07:01 i powyżej","Tak","Rower;Trening siłowy","4","60","Tak","Rolowanie;Masaż","3","4","10","Czasem","15"
"2022/01/23 3:01:55 PM CET","1975","160","63","10","Nigdy nie biegłam/nie biegłem takiego dystansu","od 00:13:00 do 00:15:00","od 00:35:01 do 00:40:00","od 01:10:01 do 01:20:00","od 02:10:00 do 02:25:00","3","87","7","od 00:02:00 do 00:02:30","9","od 00:02:31 do 00:03:00","7","od 00:03:01 do 00:03:30","8","od 00:02:00 do 00:02:30","7","29","od 00:04:31 do 00:05:00","Nie","","","","Tak","Sauna;Rolowanie;Rozciąganie/Joga","13","3","8","Regularnie","10"
"2022/01/23 3:01:57 PM CET","1983","195","99","9","Nigdy nie biegłam/nie biegłem takiego dystansu","Nigdy nie biegłam/nie biegłem takiego dystansu","Nigdy nie biegłam/nie biegłem takiego dystansu","od 02:40:01 i powyżej","od 04:55:01 do 05:10:00","1","17","1","od 00:06:01 i powyżej","4","od 00:05:31 do 00:06:00","7","od 00:05:31 do 00:06:00","3","od 00:05:31 do 00:06:00","3","11","od 00:07:01 i powyżej","Nie","","","","Nie","","","5","14","Czasem","5"
"2022/01/23 3:02:00 PM CET","1983","160","80","19","od 00:04:01 do 00:04:30","Nigdy nie biegłam/nie biegłem takiego dystansu","od 01:00:01 do 01:05:00","Nigdy nie biegłam/nie biegłem takiego dystansu","od 04:10:01 do 04:25:00","4","35","3","od 00:05:01 do 00:05:30","4","od 00:04:01 do 00:04:30","5","od 00:05:01 do 00:05:30","7","od 00:04:31 do 00:05:00","4","16","od 00:05:01 do 00:05:30","Nie","","","","Nie","","","5","6","Regularnie","5"
"2022/01/23 3:02:02 PM CET","1991","174","88","3","Nigdy nie biegłam/nie biegłem takiego dystansu","Nigdy nie biegłam/nie biegłem takiego dystansu","od 00:55:01 do 01:00:00","Nigdy nie biegłam/nie biegłem takiego dystansu","od 04:10:01 do 04:25:00","4","40","6","od 00:04:01 do 00:04:30","8","od 00:04:31 do 00:05:00","5","od 00:05:01 do 00:05:30","5","od 00:04:31 do 00:05:00","2","23","od 00:06:01 do 00:06:30","Tak","Crossfit/HIIT","7","75","Nie","","","3","12","Zawsze","20"
"2022/01/23 3:02:05 PM CET","1994","153","56","14","od 00:05:01 do 00:05:30","od 00:29:01 do 00:31:00","od 01:00:01 do 01:05:00","od 02:00:01 do 02:10:00","Nigdy nie biegłam/nie biegłem takiego dystansu","2","44","5","od 00:04:01 do 00:04:30","9","od 00:05:01 do 00:05:30","8","od 00:04:01 do 00:04:30","3","od 00:05:01 do 00:05:30","2","16","od 00:06:01 do 00:06:30","Nie","","","","Nie","","","1","10","Czasem","20"
"2022/01/23 3:02:07 PM CET","1988","172","51","0","Nigdy nie biegłam/nie biegłem takiego dystansu","Nigdy nie biegłam/nie biegłem takiego dystansu","od 01:00:01 do 01:05:00","Nigdy nie biegłam/nie biegłem takiego dystansu","od 03:55:01 do 04:10:00","3","55","3","od 00:04:31 do 00:05:00","4","od 00:05:01 do 00:05:30","8","od 00:04:01 do 00:04:30","4","od 00:05:01 do 00:05:30","3","24","od 00:05:01 do 00:05:30","Nie","","","","Nie","","","5","15","Czasem","10"
"2022/01/23 3:02:09 PM CET","1970","188","106","9","Nigdy nie biegłam/nie biegłem takiego dystansu","od 00:31:01 do 00:33:00","od 01:15:01 do 01:20:00","Nigdy nie biegłam/nie biegłem takiego dystansu","Nigdy nie biegłam/nie biegłem takiego dystansu","1","16","1","od 00:05:31 do 00:06:00","5","od 00:05:31 do 00:06:00","3","od 00:06:01 i powyżej","1","od 00:05:31 do 00:06:00","2","18","od 00:07:01 i powyżej","Nie","","","","Tak","Rozciąganie/Joga;Sauna","3","4","7","Regularnie","20"
"2022/01/23 3:02:12 PM CET","1979","170","80","20","od 00:03:01 do 00:03:30","od 00:19:01 do 00:21:00","od 00:45:01 do 00:50:00","Nigdy nie biegłam/nie biegłem takiego dystansu","od 02:25:01 do 02:40:00","5","57","10","od 00:03:01 do 00:03:30","6","od 00:03:01 do 00:03:30","7","od 00:02:00 do 00:02:30","5","od 00:02:31 do 00:03:00","6","26","od 00:04:01 do 00:04:30","Tak","Pilates","8","60","Tak","Sauna","15","3","9","Zawsze","5"
"2022/01/23 3:02:15 PM CET","1999","188","86","15","Nigdy nie biegłam/nie biegłem takiego dystansu","od 00:25:01 do 00:27:00","od 00:55:01 do 01:00:00","od 01:40:01 do 01:50:00","od 03:55:01 do 04:10:00","2","66","6","od 00:04:31 do 00:05:00","9","od 00:04:01 do 00:04:30","10","od 00:04:31 do 00:05:00","4","od 00:05:01 do 00:05:30","5","22","od 00:05:01 do 00:05:30","Nie","","","","Tak","Rolowanie;Sauna;Masaż","11","5","11","Czasem","10"
"2022/01/23 3:02:17 PM CET","1977","164","80","0","od 00:05:01 do 00:05:30","od 00:29:01 do 00:31:00","od 00:50:01 do 00:55:00","od 01:50:01 do 02:00:00","od 03:55:01 do 04:10:00","2","50","7","od 00:05:01 do 00:05:30","5","od 00:04:01 do 00:04:30","4","od 00:05:01 do 00:05:30","6","od 00:04:01 do 00:04:30","3","22","od 00:06:01 do 00:06:30","Nie","","","","Tak","Rolowanie;Masaż;Rozciąganie/Joga","2","2","14","Czasem","10"
"2022/01/23 3:02:20 PM CET","1996","177","98","1","Nigdy nie biegłam/nie biegłem takiego dystansu","od 00:25:01 do 00:27:00","od 00:50:01 do 00:55:00","Nigdy nie biegłam/nie biegłem takiego dystansu","od 04:10:01 do 04:25:00","4","36","3","od 00:05:01 do 00:05:30","5","od 00:04:31 do 00:05:00","5","od 00:05:01 do 00:05:30","7","od 00:05:01 do 00:05:30","2","25","od 00:05:01 do 00:05:30","Nie","","","","Nie","","","5","11","Czasem","5"
"2022/01/23 3:02:22 PM CET","1995","187","60","12","od 00:02:30 do 00:03:00","od 00:19:01 do 00:21:00","od 00:40:01 do 00:45:00","od 01:30:01 do 01:40:00","od 02:55:01 do 03:10:00","3","85","7","od 00:03:01 do 00:03:30","11","od 00:02:31 do 00:03:00","11","od 00:02:00 do 00:02:30","7","od 00:02:31 do 00:03:00","7","33","od 00:03:31 do 00:04:00","Nie","","","","Tak","Rolowanie;Sauna;Masaż","7","4","12","Zawsze","5"
"2022/01/23 3:02:25 PM CET","1971","166","80","0","od 00:07:01 i powyżej","Nigdy nie biegłam/nie biegłem takiego dystansu","od 01:20:01 i powyżej","od 02:20:01 do 02:30:00","od 04:55:01 do 05:10:00","4","18","5","od 00:05:31 do 00:06:00","3","od 00:06:01 i powyżej","6","od 00:06:01 i powyżej","1","od 00:06:01 i powyżej","0","10","od 00:06:31 do 00:07:00","Tak","Pływanie;Crossfit/HIIT;Taniec/Zumba/Pole Dance","7","45","Nie","","","1","12","Czasem","15"
"2022/01/23 3:02:27 PM CET","1978","182","83","12","od 00:04:01 do 00:04:30","od 00:27:01 do 00:29:00","Nigdy nie biegłam/nie biegłem takiego dystansu","od 02:00:01 do 02:10:00","od 04:10:01 do 04:25:00","4","67","4","od 00:05:01 do 00:05:30","9","od 00:04:31 do 00:05:00","10","od 00:04:01 do 00:04:30","4","od 00:05:01 do 00:05:30","2","18","od 00:05:01 do 00:05:30","Tak","Taniec/Zumba/Pole Dance;Pilates;Crossfit/HIIT","6","30","Tak","Sauna","12","4","5","Czasem","5"
"2022/01/23 3:02:30 PM CET","1972","183","77","8","od 00:03:31 do 00:04:00","od 00:15:01 do 00:17:00","od 00:40:01 do 00:45:00","od 01:30:01 do 01:40:00","od 02:40:01 do 02:55:00","3","76","10","od 00:02:31 do 00:03:00","6","od 00:03:01 do 00:03:30","6","od 00:02:00 do 00:02:30","7","od 00:02:00 do 00:02:30","7","39","od 00:04:31 do 00:05:00","Nie","","","","Tak","Masaż","6","5","7","Regularnie","10"
"2022/01/23 3:02:32 PM CET","1981","146","101","8","od 00:06:31 do 00:07:00","od 00:35:01 do 00:37:00","Nigdy nie biegłam/nie biegłem takiego dystansu","od 02:30:01 do 02:40:00","od 04:25:01 do 04:40:00","1","32","1","od 00:06:01 i powyżej","3","od 00:05:31 do 00:06:00","4","od 00:06:01 i powyżej","1","od 00:06:01 i powyżej","1","20","od 00:07:01 i powyżej","Nie","","","","Tak","Masaż;Sauna;Rolowanie","10","2","7","Czasem","15"
"2022/01/23 3:02:35 PM CET","1968","169","59","10","od 00:03:31 do 00:04:00","od 00:19:01 do 00:21:00","od 00:35:01 do 00:40:00","Nigdy nie biegłam/nie biegłem takiego dystansu","od 02:55:01 do 03:10:00","3","43","8","od 00:02:31 do 00:03:00","12","od 00:02:00 do 00:02:30","10","od 00:03:01 do 00:03:30","6","od 00:03:01 do 00:03:30","4","31","od 00:04:01 do 00:04:30","Tak","Crossfit/HIIT","8","90","Tak","Sauna;Rozciąganie/Joga;Rolowanie","3","1","8","Zawsze","20"
"2022/01/23 3:02:38 PM CET","1981","181","69","8","od 00:03:31 do 00:04:00","od 00:15:01 do 00:17:00","od 00:30:00 do 00:35:00","od 01:00:00 do 01:10:00","od 02:10:00 do 02:25:00","5","43","7","od 00:02:31 do 00:03:00","10","od 00:02:31 do 00:03:00","10","od 00:03:01 do 00:03:30","5","od 00:03:01 do 00:03:30","7","32","od 00:03:31 do 00:04:00","Tak","Pływanie;Rower;Taniec/Zumba/Pole Dance","8","90","Nie","","","1","8","Zawsze","20"
"2022/01/23 3:02:40 PM CET","2001","195","52","11","od 00:05:01 do 00:05:30","od 00:29:01 do 00:31:00","Nigdy nie biegłam/nie biegłem takiego dystansu","Nigdy nie biegłam/nie biegłem takiego dystansu","Nigdy nie biegłam/nie biegłem takiego dystansu","4","40","7","od 00:04:31 do 00:05:00","4","od 00:05:01 do 00:05:30","10","od 00:05:01 do 00:05:30","6","od 00:05:01 do 00:05:30","4","24","od 00:05:31 do 00:06:00","Tak","Crossfit/HIIT","9","45","Nie","","","1","14","Zawsze","5"
"2022/01/23 3:02:43 PM CET","1982","194","75","12","od 00:05:01 do 00:05:30","od 00:23:01 do 00:25:00","od 00:55:01 do 01:00:00","od 01:40:01 do 01:50:00","Nigdy nie biegłam/nie biegłem takiego dystansu","4","58","4","od 00:04:01 do 00:04:30","10","od 00:04:31 do 00:05:00","6","od 00:04:31 do 00:05:00","3","od 00:04:31 do 00:05:00","2","27","od 00:05:01 do 00:05:30","Nie","","","","Tak","Masaż;Rolowanie;Sauna","7","4","6","Regularnie","5"
"2022/01/23 3:02:45 PM CET","1987","153","71","1","od 00:05:01 do 00:05:30","od 00:29:01 do 00:31:00","Nigdy nie biegłam/nie biegłem takiego dystansu","Nigdy nie biegłam/nie biegłem takiego dystansu","od 03:40:01 do 03:55:00","5","47","7","od 00:05:01 do 00:05:30","10","od 00:04:01 do 00:04:30","4","od 00:04:01 do 00:04:30","3","od 00:04:01 do 00:04:30","4","16","od 00:05:01 do 00:05:30","Tak","Taniec/Zumba/Pole Dance;Pilates","8","30","Nie","","","2","7","Czasem","15"
"2022/01/23 3:02:48 PM CET","1982","150","68","17","Nigdy nie biegłam/nie biegłem takiego dystansu","od 00:23:01 do 00:25:00","Nigdy nie biegłam/nie biegłem takiego dystansu","od 02:00:01 do 02:10:00","od 03:55:01 do 04:10:00","4","55","3","od 00:05:01 do 00:05:30","5","od 00:04:31 do 00:05:00","4","od 00:04:01 do 00:04:30","7","od 00:04:31 do 00:05:00","5","23","od 00:05:01 do 00:05:30","Nie","","","","Tak","Sauna;Rozciąganie/Joga","12","4","11","Regularnie","5"
"2022/01/23 3:02:51 PM CET","1984","153","68","9","Nigdy nie biegłam/nie biegłem takiego dystansu","od 00:19:01 do 00:21:00","od 00:40:01 do 00:45:00","od 01:30:01 do 01:40:00","od 03:10:01 do 03:25:00","6","52","9","od 00:02:31 do 00:03:00","12","od 00:02:00 do 00:02:30","12","od 00:03:01 do 00:03:30","6","od 00:02:31 do 00:03:00","4","32","od 00:04:31 do 00:05:00","Nie","","","","Tak","Sauna","15","3","7","Regularnie","15"
"2022/01/23 3:02:53 PM CET","1979","155","96","15","od 00:05:01 do 00:05:30","od 00:25:01 do 00:27:00","od 00:50:01 do 00:55:00","od 01:50:01 do 02:00:00","od 03:40:01 do 03:55:00","4","51","6","od 00:04:31 do 00:05:00","8","od 00:04:31 do 00:05:00","9","od 00:04:31 do 00:05:00","7","od 00:05:01 do 00:05:30","3","19","od 00:06:01 do 00:06:30","Nie","","","","Nie","","","3","6","Czasem","20"
"2022/01/23 3:02:56 PM CET","1976","148","84","8","od 00:05:31 do 00:06:00","Nigdy nie biegłam/nie biegłem takiego dystansu","od 01:15:01 do 01:20:00","Nigdy nie biegłam/nie biegłem takiego dystansu","od 05:10:01 i powyżej","3","42","2","od 00:05:31 do 00:06:00","1","od 00:06:01 i powyżej","2","od 00:05:31 do 00:06:00","3","od 00:05:31 do 00:06:00","1","25","od 00:07:01 i powyżej","Tak","Pływanie","3","30","Tak","Masaż","4","3","11","Regularnie","15"
"2022/01/23 3:02:58 PM CET","1968","180","74","11","od 00:03:31 do 00:04:00","od 00:17:01 do 00:19:00","od 00:35:01 do 00:40:00","od 01:30:01 do 01:40:00","od 02:10:00 do 02:25:00","3","58","10","od 00:02:00 do 00:02:30","8","od 00:02:00 do 00:02:30","7","od 00:03:01 do 00:03:30","8","od 00:02:31 do 00:03:00","6","36","od 00:04:31 do 00:05:00","Tak","Trening siłowy;Rower","4","30","Tak","Rozciąganie/Joga;Sauna;Masaż","5","4","15","Zawsze","20"
"2022/01/23 3:03:00 PM CET","2001","165","52","7","od 00:04:01 do 00:04:30","od 00:29:01 do 00:31:00","Nigdy nie biegłam/nie biegłem takiego dystansu","od 01:50:01 do 02:00:00","od 04:10:01 do 04:25:00","2","60","4","od 00:04:31 do 00:05:00","10","od 00:04:31 do 00:05:00","6","od 00:05:01 do 00:05:30","4","od 00:04:31 do 00:05:00","5","17","od 00:05:01 do 00:05:30","Nie","","","","Tak","Rolowanie","12","1","5","Czasem","20"
"2022/01/23 3:03:03 PM CET","1969","182","77","2","od 00:06:01 do 00:06:30","od 00:33:01 do 00:35:00","od 01:15:01 do 01:20:00","od 02:40:01 i powyżej","od 04:25:01 do 04:40:00","1","33","0","Nie wykonuję takich treningów","3","od 00:06:01 i powyżej","6","od 00:06:01 i powyżej","2","od 00:05:31 do 00:06:00","4","19","od 00:07:01 i powyżej","Nie","","","","Tak","Rolowanie;Masaż;Sauna","4","3","12","Czasem","20"
"2022/01/23 3:03:06 PM CET","1996","147","82","1","od 00:05:01 do 00:05:30","Nigdy nie biegłam/nie biegłem takiego dystansu","Nigdy nie biegłam/nie biegłem takiego dystansu","od 01:40:01 do 01:50:00","od 03:25:01 do 03:40:00","4","39","5","od 00:04:31 do 00:05:00","5","od 00:04:31 do 00:05:00","10","od 00:05:01 do 00:05:30","3","od 00:05:01 do 00:05:30","5","25","od 00:05:31 do 00:06:00","Nie","","","","Nie","","","4","6","Regularnie","15"
"2022/01/23 3:03:08 PM CET","1979","176","63","2","Nigdy nie biegłam/nie biegłem takiego dystansu","od 00:33:01 do 00:35:00","od 01:05:01 do 01:10:00","od 02:40:01 i powyżej","Nigdy nie biegłam/nie biegłem takiego dystansu","1","45","5","od 00:06:01 i powyżej","3","od 00:06:01 i powyżej","4","od 00:05:31 do 00:06:00","5","od 00:06:01 i powyżej","4","17","od 00:06:31 do 00:07:00","Tak","Taniec/Zumba/Pole Dance;Sztuki walki","7","30","Tak","Sauna","4","2","10","Nigdy","15"
"2022/01/23 3:03:10 PM CET","1993","186","82","14","od 00:04:31 do 00:05:00","od 00:25:01 do 00:27:00","od 01:00:01 do 01:05:00","od 02:00:01 do 02:10:00","od 04:10:01 do 04:25:00","5","64","3","od 00:04:01 do 00:04:30","6","od 00:04:31 do 00:05:00","10","od 00:05:01 do 00:05:30","5","od 00:05:01 do 00:05:30","5","25","od 00:05:31 do 00:06:00","Tak","Crossfit/HIIT;Taniec/Zumba/Pole Dance","6","60","Tak","Rolowanie;Rozciąganie/Joga","10","2","13","Czasem","20"
"2022/01/23 3:03:13 PM CET","1990","142","65","17","Nigdy nie biegłam/nie biegłem takiego dystansu","Nigdy nie biegłam/nie biegłem takiego dystansu","od 01:00:01 do 01:05:00","Nigdy nie biegłam/nie biegłem takiego dystansu","od 03:40:01 do 03:55:00","2","65","7","od 00:04:01 do 00:04:30","6","od 00:04:31 do 00:05:00","8","od 00:04:01 do 00:04:30","5","od 00:04:31 do 00:05:00","5","21","od 00:05:31 do 00:06:00","Nie","","","","Nie","","","3","7","Czasem","10"
